miRNA,Gene
hsa-miR-497-5p,CACUL1
hsa-miR-497-5p,PPIF
hsa-miR-497-5p,CEP55
hsa-miR-497-5p,SLC35G1
hsa-miR-497-5p,ENTPD7
hsa-miR-497-5p,BTRC
hsa-miR-497-5p,PDCD4
hsa-miR-497-5p,SHOC2
hsa-miR-497-5p,FAM160B1
hsa-miR-497-5p,PLEKHA1
hsa-miR-497-5p,SLC25A22
hsa-miR-497-5p,SOX6
hsa-miR-497-5p,SPTBN2
hsa-miR-497-5p,C11orf24
hsa-miR-497-5p,UCP2
hsa-miR-497-5p,PPP2R1B
hsa-miR-497-5p,SRPRA
hsa-miR-497-5p,ARHGAP32
hsa-miR-497-5p,SMPD1
hsa-miR-497-5p,IPO7
hsa-miR-497-5p,WEE1
hsa-miR-497-5p,CCND1
hsa-miR-497-5p,AMOTL1
hsa-miR-497-5p,YAP1
hsa-miR-497-5p,PAFAH1B2
hsa-miR-497-5p,UBE4A
hsa-miR-497-5p,SLC2A3
hsa-miR-497-5p,M6PR
hsa-miR-497-5p,WBP11
hsa-miR-497-5p,TM7SF3
hsa-miR-497-5p,KIF21A
hsa-miR-497-5p,TUBA1A
hsa-miR-497-5p,SLC11A2
hsa-miR-497-5p,SPRYD3
hsa-miR-497-5p,CTDSP2
hsa-miR-497-5p,E2F7
hsa-miR-497-5p,CDK17
hsa-miR-497-5p,PRDM4
hsa-miR-497-5p,C12orf76
hsa-miR-497-5p,NAA25
hsa-miR-497-5p,NCOR2
hsa-miR-497-5p,SLC15A4
hsa-miR-497-5p,CCND2
hsa-miR-497-5p,GABARAPL1
hsa-miR-497-5p,AEBP2
hsa-miR-497-5p,GOLT1B
hsa-miR-497-5p,ETNK1
hsa-miR-497-5p,RASSF8
hsa-miR-497-5p,HOXC8
hsa-miR-497-5p,USP15
hsa-miR-497-5p,HMGA2
hsa-miR-497-5p,DYRK2
hsa-miR-497-5p,FRS2
hsa-miR-497-5p,ATXN7L3B
hsa-miR-497-5p,SETD1B
hsa-miR-497-5p,LATS2
hsa-miR-497-5p,KATNAL1
hsa-miR-497-5p,RUBCNL
hsa-miR-497-5p,AKAP11
hsa-miR-497-5p,MBNL2
hsa-miR-497-5p,PIP4P1
hsa-miR-497-5p,SUPT16H
hsa-miR-497-5p,HECTD1
hsa-miR-497-5p,FERMT2
hsa-miR-497-5p,ATG14
hsa-miR-497-5p,VTI1B
hsa-miR-497-5p,MIDEAS
hsa-miR-497-5p,ERG28
hsa-miR-497-5p,IRF2BPL
hsa-miR-497-5p,CCDC88C
hsa-miR-497-5p,DICER1
hsa-miR-497-5p,CDCA4
hsa-miR-497-5p,BCL2L2
hsa-miR-497-5p,STYX
hsa-miR-497-5p,PPM1A
hsa-miR-497-5p,SLC39A9
hsa-miR-497-5p,CALM1
hsa-miR-497-5p,PPP2R5C
hsa-miR-497-5p,TMEM87A
hsa-miR-497-5p,MYO5A
hsa-miR-497-5p,SPRED1
hsa-miR-497-5p,CHAC1
hsa-miR-497-5p,RNF111
hsa-miR-497-5p,MAP2K1
hsa-miR-497-5p,KIF23
hsa-miR-497-5p,ARIH1
hsa-miR-497-5p,FURIN
hsa-miR-497-5p,ARRDC4
hsa-miR-497-5p,LITAF
hsa-miR-497-5p,USP31
hsa-miR-497-5p,DNAJA2
hsa-miR-497-5p,N4BP1
hsa-miR-497-5p,SALL1
hsa-miR-497-5p,PHLPP2
hsa-miR-497-5p,ZFHX3
hsa-miR-497-5p,CBFA2T3
hsa-miR-497-5p,C16orf72
hsa-miR-497-5p,UBFD1
hsa-miR-497-5p,DCTN5
hsa-miR-497-5p,RBBP6
hsa-miR-497-5p,NFATC3
hsa-miR-497-5p,VPS4A
hsa-miR-497-5p,ATXN1L
hsa-miR-497-5p,PSMD7
hsa-miR-497-5p,CLUH
hsa-miR-497-5p,SYNRG
hsa-miR-497-5p,FBXL20
hsa-miR-497-5p,MED1
hsa-miR-497-5p,VAT1
hsa-miR-497-5p,ATXN7L3
hsa-miR-497-5p,GPATCH8
hsa-miR-497-5p,CDC27
hsa-miR-497-5p,TMEM100
hsa-miR-497-5p,MTMR4
hsa-miR-497-5p,SMURF2
hsa-miR-497-5p,AXIN2
hsa-miR-497-5p,CBX4
hsa-miR-497-5p,ARHGDIA
hsa-miR-497-5p,FASN
hsa-miR-497-5p,PAFAH1B1
hsa-miR-497-5p,TVP23B
hsa-miR-497-5p,ANKRD13B
hsa-miR-497-5p,CPD
hsa-miR-497-5p,NF1
hsa-miR-497-5p,CDK5R1
hsa-miR-497-5p,AP2B1
hsa-miR-497-5p,CNTNAP1
hsa-miR-497-5p,NFE2L1
hsa-miR-497-5p,PPM1D
hsa-miR-497-5p,CBX2
hsa-miR-497-5p,RNF213
hsa-miR-497-5p,SMAD7
hsa-miR-497-5p,BCL2
hsa-miR-497-5p,KDSR
hsa-miR-497-5p,USP14
hsa-miR-497-5p,NAPG
hsa-miR-497-5p,SEH1L
hsa-miR-497-5p,MIB1
hsa-miR-497-5p,TCF3
hsa-miR-497-5p,RANBP3
hsa-miR-497-5p,INSR
hsa-miR-497-5p,MED26
hsa-miR-497-5p,ELL
hsa-miR-497-5p,DYRK1B
hsa-miR-497-5p,KCNN4
hsa-miR-497-5p,PNPLA6
hsa-miR-497-5p,CARM1
hsa-miR-497-5p,SYDE1
hsa-miR-497-5p,CCNE1
hsa-miR-497-5p,RAB4B-EGLN2
hsa-miR-497-5p,EGLN2
hsa-miR-497-5p,ARHGAP35
hsa-miR-497-5p,AP2A1
hsa-miR-497-5p,MYADM
hsa-miR-497-5p,PDIA6
hsa-miR-497-5p,RTN4
hsa-miR-497-5p,C2orf42
hsa-miR-497-5p,CYP26B1
hsa-miR-497-5p,BOLA3
hsa-miR-497-5p,MGAT4A
hsa-miR-497-5p,RBMS1
hsa-miR-497-5p,TLK1
hsa-miR-497-5p,IHH
hsa-miR-497-5p,ATG9A
hsa-miR-497-5p,AC068946.2
hsa-miR-497-5p,IRS1
hsa-miR-497-5p,RAB10
hsa-miR-497-5p,NRBP1
hsa-miR-497-5p,CRIM1
hsa-miR-497-5p,PEX13
hsa-miR-497-5p,ACTR2
hsa-miR-497-5p,VAMP8
hsa-miR-497-5p,SOWAHC
hsa-miR-497-5p,TMEM87B
hsa-miR-497-5p,CCNT2
hsa-miR-497-5p,UBR3
hsa-miR-497-5p,GORASP2
hsa-miR-497-5p,SLC39A10
hsa-miR-497-5p,MOB4
hsa-miR-497-5p,BZW1
hsa-miR-497-5p,SEPTIN2
hsa-miR-497-5p,TBC1D20
hsa-miR-497-5p,NOL4L
hsa-miR-497-5p,RBM12
hsa-miR-497-5p,ELMO2
hsa-miR-497-5p,PEDS1-UBE2V1
hsa-miR-497-5p,UBE2V1
hsa-miR-497-5p,ZCCHC3
hsa-miR-497-5p,CDC25B
hsa-miR-497-5p,CDS2
hsa-miR-497-5p,KIF3B
hsa-miR-497-5p,TGIF2
hsa-miR-497-5p,SYS1
hsa-miR-497-5p,APP
hsa-miR-497-5p,SYNJ1
hsa-miR-497-5p,SUMO3
hsa-miR-497-5p,SON
hsa-miR-497-5p,PISD
hsa-miR-497-5p,CRKL
hsa-miR-497-5p,ZNRF3
hsa-miR-497-5p,MTMR3
hsa-miR-497-5p,NUP50
hsa-miR-497-5p,MAP4
hsa-miR-497-5p,CDC25A
hsa-miR-497-5p,PRKAR2A
hsa-miR-497-5p,DCP1A
hsa-miR-497-5p,LRIG1
hsa-miR-497-5p,KPNA1
hsa-miR-497-5p,PLSCR4
hsa-miR-497-5p,TBL1XR1
hsa-miR-497-5p,DCUN1D1
hsa-miR-497-5p,ATP13A3
hsa-miR-497-5p,SNRK
hsa-miR-497-5p,CDV3
hsa-miR-497-5p,TSC22D2
hsa-miR-497-5p,FNDC3B
hsa-miR-497-5p,PAK2
hsa-miR-497-5p,PAQR3
hsa-miR-497-5p,EIF4E
hsa-miR-497-5p,LAMTOR3
hsa-miR-497-5p,TBC1D9
hsa-miR-497-5p,FBXW7
hsa-miR-497-5p,PLRG1
hsa-miR-497-5p,CPEB2
hsa-miR-497-5p,PI4K2B
hsa-miR-497-5p,RBPJ
hsa-miR-497-5p,DCUN1D4
hsa-miR-497-5p,PDLIM5
hsa-miR-497-5p,FGF2
hsa-miR-497-5p,HSPA4L
hsa-miR-497-5p,SCOC
hsa-miR-497-5p,CLCN3
hsa-miR-497-5p,GALNT7
hsa-miR-497-5p,ZNF622
hsa-miR-497-5p,AFF4
hsa-miR-497-5p,CDC23
hsa-miR-497-5p,DIAPH1
hsa-miR-497-5p,ITGA2
hsa-miR-497-5p,PIK3R1
hsa-miR-497-5p,PAM
hsa-miR-497-5p,CDC42SE2
hsa-miR-497-5p,SMAD5
hsa-miR-497-5p,PURA
hsa-miR-497-5p,SLC35A4
hsa-miR-497-5p,ADRB2
hsa-miR-497-5p,CREBRF
hsa-miR-497-5p,SRPK1
hsa-miR-497-5p,STK38
hsa-miR-497-5p,COL12A1
hsa-miR-497-5p,GPR63
hsa-miR-497-5p,PNISR
hsa-miR-497-5p,SESN1
hsa-miR-497-5p,CD164
hsa-miR-497-5p,SGK1
hsa-miR-497-5p,MAP7
hsa-miR-497-5p,PLAGL1
hsa-miR-497-5p,LATS1
hsa-miR-497-5p,SMIM13
hsa-miR-497-5p,JARID2
hsa-miR-497-5p,RNF144B
hsa-miR-497-5p,E2F3
hsa-miR-497-5p,HMGA1
hsa-miR-497-5p,ANKS1A
hsa-miR-497-5p,PIM1
hsa-miR-497-5p,VEGFA
hsa-miR-497-5p,CD2AP
hsa-miR-497-5p,FAM135A
hsa-miR-497-5p,SH3BGRL2
hsa-miR-497-5p,RNF217
hsa-miR-497-5p,TBPL1
hsa-miR-497-5p,MYB
hsa-miR-497-5p,VTA1
hsa-miR-497-5p,PHACTR2
hsa-miR-497-5p,PCMT1
hsa-miR-497-5p,IGF2R
hsa-miR-497-5p,QKI
hsa-miR-497-5p,TBP
hsa-miR-497-5p,GNA12
hsa-miR-497-5p,HOXA3
hsa-miR-497-5p,HOXA10
hsa-miR-497-5p,SMURF1
hsa-miR-497-5p,SYPL1
hsa-miR-497-5p,KMT2C
hsa-miR-497-5p,MAFK
hsa-miR-497-5p,WIPI2
hsa-miR-497-5p,USP42
hsa-miR-497-5p,AVL9
hsa-miR-497-5p,ANLN
hsa-miR-497-5p,POM121
hsa-miR-497-5p,CLDN12
hsa-miR-497-5p,ANKIB1
hsa-miR-497-5p,CAPZA2
hsa-miR-497-5p,CALU
hsa-miR-497-5p,KLHDC10
hsa-miR-497-5p,FGFR1
hsa-miR-497-5p,SLC20A2
hsa-miR-497-5p,PLAG1
hsa-miR-497-5p,MYBL1
hsa-miR-497-5p,TRAM1
hsa-miR-497-5p,SNX16
hsa-miR-497-5p,RUNX1T1
hsa-miR-497-5p,SLC7A2
hsa-miR-497-5p,EXTL3
hsa-miR-497-5p,TACC1
hsa-miR-497-5p,IKBKB
hsa-miR-497-5p,ZFHX4
hsa-miR-497-5p,ZBTB10
hsa-miR-497-5p,WWP1
hsa-miR-497-5p,FZD6
hsa-miR-497-5p,FAM91A1
hsa-miR-497-5p,B4GALT1
hsa-miR-497-5p,SPTLC1
hsa-miR-497-5p,IARS1
hsa-miR-497-5p,IPPK
hsa-miR-497-5p,PTCH1
hsa-miR-497-5p,ZNF367
hsa-miR-497-5p,EPB41L4B
hsa-miR-497-5p,PTPN3
hsa-miR-497-5p,PHF19
hsa-miR-497-5p,PPP6C
hsa-miR-497-5p,CAMSAP1
hsa-miR-497-5p,TMEM250
hsa-miR-497-5p,NRARP
hsa-miR-497-5p,KANK1
hsa-miR-497-5p,CDC37L1
hsa-miR-497-5p,RIC1
hsa-miR-497-5p,LURAP1L
hsa-miR-497-5p,RRAGA
hsa-miR-497-5p,RECK
hsa-miR-497-5p,FAM122A
hsa-miR-497-5p,PSAT1
hsa-miR-497-5p,TLE4
hsa-miR-497-5p,RAD23B
hsa-miR-497-5p,PAPPA
hsa-miR-497-5p,ZBTB43
hsa-miR-497-5p,ZBTB34
hsa-miR-497-5p,RPS6KA3
hsa-miR-497-5p,KLHL15
hsa-miR-497-5p,AMER1
hsa-miR-497-5p,PHKA1
hsa-miR-497-5p,ARMCX2
hsa-miR-497-5p,TSC22D3
hsa-miR-497-5p,ACSL4
hsa-miR-497-5p,AMOT
hsa-miR-497-5p,LAMP2
hsa-miR-497-5p,APLN
hsa-miR-497-5p,RAP2C
hsa-miR-497-5p,FAM122B
hsa-miR-497-5p,DDX3X
hsa-miR-497-5p,OGT
hsa-miR-497-5p,ZBTB33
hsa-miR-497-5p,SLC9A6
hsa-miR-497-5p,ZNF275
hsa-miR-499a-5p,FZD8
hsa-miR-499a-5p,PDCD4
hsa-miR-499a-5p,EIF4G2
hsa-miR-499a-5p,SOX5
hsa-miR-499a-5p,UBE2N
hsa-miR-499a-5p,KLHL42
hsa-miR-499a-5p,TMBIM6
hsa-miR-499a-5p,FNDC3A
hsa-miR-499a-5p,ERO1A
hsa-miR-499a-5p,IRF2BPL
hsa-miR-499a-5p,FOXG1
hsa-miR-499a-5p,SECISBP2L
hsa-miR-499a-5p,TSPAN3
hsa-miR-499a-5p,AP1G1
hsa-miR-499a-5p,UBN1
hsa-miR-499a-5p,RAB5C
hsa-miR-499a-5p,MED13
hsa-miR-499a-5p,H3-3B
hsa-miR-499a-5p,PRKAR1A
hsa-miR-499a-5p,WDR82
hsa-miR-499a-5p,PFN2
hsa-miR-499a-5p,EIF4A2
hsa-miR-499a-5p,H2AZ1
hsa-miR-499a-5p,RNF44
hsa-miR-499a-5p,ZSWIM6
hsa-miR-499a-5p,APC
hsa-miR-499a-5p,PPIL4
hsa-miR-499a-5p,SOX4
hsa-miR-499a-5p,QKI
hsa-miR-499a-5p,KDM7A
hsa-miR-499a-5p,STC1
hsa-miR-499a-5p,SYBU
hsa-miR-499a-5p,UBE2V2
hsa-miR-499a-5p,MTDH
hsa-miR-499a-5p,NRARP
hsa-miR-503-5p,SLC35G1
hsa-miR-503-5p,PDCD4
hsa-miR-503-5p,IPO7
hsa-miR-503-5p,WEE1
hsa-miR-503-5p,WBP11
hsa-miR-503-5p,PRDM4
hsa-miR-503-5p,CCND2
hsa-miR-503-5p,RUBCNL
hsa-miR-503-5p,PIP4P1
hsa-miR-503-5p,HECTD1
hsa-miR-503-5p,CDCA4
hsa-miR-503-5p,KIF23
hsa-miR-503-5p,DNAJA2
hsa-miR-503-5p,N4BP1
hsa-miR-503-5p,SMURF2
hsa-miR-503-5p,KIF1C
hsa-miR-503-5p,NFE2L1
hsa-miR-503-5p,PPM1D
hsa-miR-503-5p,SMAD7
hsa-miR-503-5p,AP3D1
hsa-miR-503-5p,TLK1
hsa-miR-503-5p,CHPF
hsa-miR-503-5p,MOB4
hsa-miR-503-5p,ZNF217
hsa-miR-503-5p,LRRC58
hsa-miR-503-5p,TSC22D2
hsa-miR-503-5p,EIF4G1
hsa-miR-503-5p,EIF4E
hsa-miR-503-5p,ZNF622
hsa-miR-503-5p,RICTOR
hsa-miR-503-5p,TNPO1
hsa-miR-503-5p,PAM
hsa-miR-503-5p,CDC42SE2
hsa-miR-503-5p,LARP1
hsa-miR-503-5p,JARID2
hsa-miR-503-5p,PTK7
hsa-miR-503-5p,CD2AP
hsa-miR-503-5p,ANLN
hsa-miR-503-5p,SLC20A2
hsa-miR-503-5p,TLN1
hsa-miR-503-5p,IPPK
hsa-miR-503-5p,CDC37L1
hsa-miR-503-5p,RECK
hsa-miR-503-5p,FAM122A
hsa-miR-505-3p,EPS15
hsa-miR-505-3p,MEF2D
hsa-miR-505-3p,MIER1
hsa-miR-505-3p,SPTY2D1
hsa-miR-505-3p,SF1
hsa-miR-505-3p,SPINDOC
hsa-miR-505-3p,MZT1
hsa-miR-505-3p,NOVA1
hsa-miR-505-3p,CNIH1
hsa-miR-505-3p,MAP3K3
hsa-miR-505-3p,FLRT3
hsa-miR-505-3p,SON
hsa-miR-505-3p,DDX17
hsa-miR-505-3p,DHX15
hsa-miR-505-3p,CPEB2
hsa-miR-505-3p,AFF4
hsa-miR-505-3p,CANX
hsa-miR-505-3p,KIAA0408
hsa-miR-505-3p,AL096711.2
hsa-miR-505-3p,TAX1BP1
hsa-miR-505-3p,NCOA2
hsa-miR-505-3p,AZIN1
hsa-miR-505-3p,FMR1
hsa-miR-506-3p,ECE1
hsa-miR-506-3p,DHCR24
hsa-miR-506-3p,CNN3
hsa-miR-506-3p,ANP32E
hsa-miR-506-3p,CERS2
hsa-miR-506-3p,VAMP3
hsa-miR-506-3p,RNF11
hsa-miR-506-3p,HIPK1
hsa-miR-506-3p,ZBTB7B
hsa-miR-506-3p,KLF6
hsa-miR-506-3p,P4HA1
hsa-miR-506-3p,ZCCHC24
hsa-miR-506-3p,SCD
hsa-miR-506-3p,DDX6
hsa-miR-506-3p,GXYLT1
hsa-miR-506-3p,ATF7
hsa-miR-506-3p,NEMP1
hsa-miR-506-3p,CCND2
hsa-miR-506-3p,ELK3
hsa-miR-506-3p,COL4A1
hsa-miR-506-3p,SIX4
hsa-miR-506-3p,SCAMP2
hsa-miR-506-3p,CHP1
hsa-miR-506-3p,BLOC1S6
hsa-miR-506-3p,IQGAP1
hsa-miR-506-3p,GGA2
hsa-miR-506-3p,RANBP10
hsa-miR-506-3p,FLOT2
hsa-miR-506-3p,VAT1
hsa-miR-506-3p,MAP2K4
hsa-miR-506-3p,USP14
hsa-miR-506-3p,NFIX
hsa-miR-506-3p,MYADM
hsa-miR-506-3p,SOS1
hsa-miR-506-3p,BAZ2B
hsa-miR-506-3p,RAB10
hsa-miR-506-3p,LCLAT1
hsa-miR-506-3p,ITPRID2
hsa-miR-506-3p,NRP2
hsa-miR-506-3p,RRBP1
hsa-miR-506-3p,BRWD1
hsa-miR-506-3p,MYH9
hsa-miR-506-3p,PLXNB2
hsa-miR-506-3p,SERP1
hsa-miR-506-3p,TMEM41A
hsa-miR-506-3p,EDEM1
hsa-miR-506-3p,LPP
hsa-miR-506-3p,ANXA5
hsa-miR-506-3p,LIMCH1
hsa-miR-506-3p,SMARCAD1
hsa-miR-506-3p,DAB2
hsa-miR-506-3p,CHD1
hsa-miR-506-3p,NDFIP1
hsa-miR-506-3p,G3BP1
hsa-miR-506-3p,ELOVL5
hsa-miR-506-3p,COL12A1
hsa-miR-506-3p,CD164
hsa-miR-506-3p,WASF1
hsa-miR-506-3p,ARFGEF3
hsa-miR-506-3p,QKI
hsa-miR-506-3p,CREB3L2
hsa-miR-506-3p,AHR
hsa-miR-506-3p,PTPN12
hsa-miR-506-3p,LONRF1
hsa-miR-506-3p,AK3
hsa-miR-506-3p,PTPRD
hsa-miR-506-3p,MLLT3
hsa-miR-506-3p,PTBP3
hsa-miR-506-3p,SURF4
hsa-miR-506-3p,YIPF6
hsa-miR-506-3p,PHF6
hsa-miR-519d-3p,RSRP1
hsa-miR-519d-3p,RPA2
hsa-miR-519d-3p,MTF1
hsa-miR-519d-3p,FOXJ3
hsa-miR-519d-3p,EFCAB14
hsa-miR-519d-3p,JAK1
hsa-miR-519d-3p,ANKRD13C
hsa-miR-519d-3p,SSX2IP
hsa-miR-519d-3p,F3
hsa-miR-519d-3p,RHOC
hsa-miR-519d-3p,TXNIP
hsa-miR-519d-3p,MCL1
hsa-miR-519d-3p,ADAR
hsa-miR-519d-3p,DCAF8
hsa-miR-519d-3p,AL139011.2
hsa-miR-519d-3p,DEDD
hsa-miR-519d-3p,STX6
hsa-miR-519d-3p,NIBAN1
hsa-miR-519d-3p,PPP1R15B
hsa-miR-519d-3p,SLC41A1
hsa-miR-519d-3p,YOD1
hsa-miR-519d-3p,LPGAT1
hsa-miR-519d-3p,ITPKB
hsa-miR-519d-3p,ARID4B
hsa-miR-519d-3p,AKT3
hsa-miR-519d-3p,SKI
hsa-miR-519d-3p,TPRG1L
hsa-miR-519d-3p,CAMTA1
hsa-miR-519d-3p,MFN2
hsa-miR-519d-3p,PRDM2
hsa-miR-519d-3p,NBL1
hsa-miR-519d-3p,ELOA
hsa-miR-519d-3p,SESN2
hsa-miR-519d-3p,TXLNA
hsa-miR-519d-3p,KIAA1522
hsa-miR-519d-3p,CMPK1
hsa-miR-519d-3p,ZFYVE9
hsa-miR-519d-3p,PKN2
hsa-miR-519d-3p,FNBP1L
hsa-miR-519d-3p,MFSD14A
hsa-miR-519d-3p,AC118553.2
hsa-miR-519d-3p,S1PR1
hsa-miR-519d-3p,CELSR2
hsa-miR-519d-3p,VANGL1
hsa-miR-519d-3p,PTGFRN
hsa-miR-519d-3p,SUCO
hsa-miR-519d-3p,KLHL20
hsa-miR-519d-3p,ZBTB37
hsa-miR-519d-3p,RGL1
hsa-miR-519d-3p,BTG2
hsa-miR-519d-3p,FBXO28
hsa-miR-519d-3p,GPR137B
hsa-miR-519d-3p,ZBTB18
hsa-miR-519d-3p,FRMD4A
hsa-miR-519d-3p,PIP4K2A
hsa-miR-519d-3p,ACBD5
hsa-miR-519d-3p,ARHGAP12
hsa-miR-519d-3p,RUFY2
hsa-miR-519d-3p,SH3PXD2A
hsa-miR-519d-3p,PFKP
hsa-miR-519d-3p,OTUD1
hsa-miR-519d-3p,MASTL
hsa-miR-519d-3p,WAC
hsa-miR-519d-3p,BAMBI
hsa-miR-519d-3p,REEP3
hsa-miR-519d-3p,PTEN
hsa-miR-519d-3p,HECTD2
hsa-miR-519d-3p,TNKS2
hsa-miR-519d-3p,GBF1
hsa-miR-519d-3p,SLK
hsa-miR-519d-3p,SHOC2
hsa-miR-519d-3p,FAM160B1
hsa-miR-519d-3p,TOLLIP
hsa-miR-519d-3p,EIF4G2
hsa-miR-519d-3p,TSG101
hsa-miR-519d-3p,UEVLD
hsa-miR-519d-3p,FNBP4
hsa-miR-519d-3p,TNKS1BP1
hsa-miR-519d-3p,AHNAK
hsa-miR-519d-3p,ATL3
hsa-miR-519d-3p,SLC29A2
hsa-miR-519d-3p,KMT5B
hsa-miR-519d-3p,SHANK2
hsa-miR-519d-3p,LAMTOR1
hsa-miR-519d-3p,PGM2L1
hsa-miR-519d-3p,TMEM123
hsa-miR-519d-3p,NPAT
hsa-miR-519d-3p,HSPA8
hsa-miR-519d-3p,ZNF202
hsa-miR-519d-3p,IPO7
hsa-miR-519d-3p,WEE1
hsa-miR-519d-3p,PDE3B
hsa-miR-519d-3p,NAV2
hsa-miR-519d-3p,PRRG4
hsa-miR-519d-3p,CRY2
hsa-miR-519d-3p,ZFP91
hsa-miR-519d-3p,KDM2A
hsa-miR-519d-3p,PPP6R3
hsa-miR-519d-3p,CCND1
hsa-miR-519d-3p,EMSY
hsa-miR-519d-3p,TSKU
hsa-miR-519d-3p,DDIAS
hsa-miR-519d-3p,ZC3H12C
hsa-miR-519d-3p,PAFAH1B2
hsa-miR-519d-3p,TBCEL
hsa-miR-519d-3p,M6PR
hsa-miR-519d-3p,CAPRIN2
hsa-miR-519d-3p,DENND5B
hsa-miR-519d-3p,LIMA1
hsa-miR-519d-3p,ANKRD52
hsa-miR-519d-3p,GNS
hsa-miR-519d-3p,ARL1
hsa-miR-519d-3p,GIT2
hsa-miR-519d-3p,TBX3
hsa-miR-519d-3p,TAOK3
hsa-miR-519d-3p,UBC
hsa-miR-519d-3p,WNK1
hsa-miR-519d-3p,ADIPOR2
hsa-miR-519d-3p,TSPAN9
hsa-miR-519d-3p,CCND2
hsa-miR-519d-3p,FOXJ2
hsa-miR-519d-3p,FGD4
hsa-miR-519d-3p,ANO6
hsa-miR-519d-3p,TMBIM6
hsa-miR-519d-3p,DAZAP2
hsa-miR-519d-3p,GDF11
hsa-miR-519d-3p,RAB5B
hsa-miR-519d-3p,ERBB3
hsa-miR-519d-3p,HMGA2
hsa-miR-519d-3p,FRS2
hsa-miR-519d-3p,ELK3
hsa-miR-519d-3p,ULK1
hsa-miR-519d-3p,SACS
hsa-miR-519d-3p,KATNAL1
hsa-miR-519d-3p,KPNA3
hsa-miR-519d-3p,FBXL3
hsa-miR-519d-3p,LRCH1
hsa-miR-519d-3p,LAMP1
hsa-miR-519d-3p,EGLN3
hsa-miR-519d-3p,CFL2
hsa-miR-519d-3p,FOXA1
hsa-miR-519d-3p,KLHL28
hsa-miR-519d-3p,NIN
hsa-miR-519d-3p,ZFYVE26
hsa-miR-519d-3p,MAP3K9
hsa-miR-519d-3p,BTBD7
hsa-miR-519d-3p,ATG2B
hsa-miR-519d-3p,BCL2L2
hsa-miR-519d-3p,IRF9
hsa-miR-519d-3p,BRMS1L
hsa-miR-519d-3p,FRMD6
hsa-miR-519d-3p,STYX
hsa-miR-519d-3p,PPM1A
hsa-miR-519d-3p,HIF1A
hsa-miR-519d-3p,SUSD6
hsa-miR-519d-3p,SMOC1
hsa-miR-519d-3p,TTC9
hsa-miR-519d-3p,BNIP2
hsa-miR-519d-3p,SEMA7A
hsa-miR-519d-3p,SCAMP2
hsa-miR-519d-3p,FAM219B
hsa-miR-519d-3p,SPRED1
hsa-miR-519d-3p,CTDSPL2
hsa-miR-519d-3p,RAB8B
hsa-miR-519d-3p,USP3
hsa-miR-519d-3p,SMAD6
hsa-miR-519d-3p,KIF23
hsa-miR-519d-3p,MORF4L1
hsa-miR-519d-3p,FURIN
hsa-miR-519d-3p,UNKL
hsa-miR-519d-3p,PKD1
hsa-miR-519d-3p,USP31
hsa-miR-519d-3p,NETO2
hsa-miR-519d-3p,AKTIP
hsa-miR-519d-3p,DYNC1LI2
hsa-miR-519d-3p,CMTR2
hsa-miR-519d-3p,PHLPP2
hsa-miR-519d-3p,MBTPS1
hsa-miR-519d-3p,FBXO31
hsa-miR-519d-3p,CAPN15
hsa-miR-519d-3p,TNRC6A
hsa-miR-519d-3p,TAOK2
hsa-miR-519d-3p,CHD9
hsa-miR-519d-3p,RBL2
hsa-miR-519d-3p,NFAT5
hsa-miR-519d-3p,ATXN1L
hsa-miR-519d-3p,CRK
hsa-miR-519d-3p,ANKFY1
hsa-miR-519d-3p,ZBTB4
hsa-miR-519d-3p,RASD1
hsa-miR-519d-3p,NUFIP2
hsa-miR-519d-3p,SSH2
hsa-miR-519d-3p,STAT3
hsa-miR-519d-3p,EZH1
hsa-miR-519d-3p,ZNF652
hsa-miR-519d-3p,TRIM37
hsa-miR-519d-3p,DDX5
hsa-miR-519d-3p,JPT1
hsa-miR-519d-3p,TIMP2
hsa-miR-519d-3p,PAFAH1B1
hsa-miR-519d-3p,MINK1
hsa-miR-519d-3p,KDM6B
hsa-miR-519d-3p,LASP1
hsa-miR-519d-3p,MSL1
hsa-miR-519d-3p,MAP3K3
hsa-miR-519d-3p,KPNA2
hsa-miR-519d-3p,UNK
hsa-miR-519d-3p,TNRC6C
hsa-miR-519d-3p,FOXK2
hsa-miR-519d-3p,YES1
hsa-miR-519d-3p,SLC39A6
hsa-miR-519d-3p,SMAD7
hsa-miR-519d-3p,TCF4
hsa-miR-519d-3p,TMX3
hsa-miR-519d-3p,RAB12
hsa-miR-519d-3p,NEDD4L
hsa-miR-519d-3p,MIER2
hsa-miR-519d-3p,MEX3D
hsa-miR-519d-3p,MKNK2
hsa-miR-519d-3p,ZBTB7A
hsa-miR-519d-3p,HAUS8
hsa-miR-519d-3p,STK11
hsa-miR-519d-3p,MIDN
hsa-miR-519d-3p,CHAF1A
hsa-miR-519d-3p,TRIP10
hsa-miR-519d-3p,LDLR
hsa-miR-519d-3p,URI1
hsa-miR-519d-3p,GRAMD1A
hsa-miR-519d-3p,KMT2B
hsa-miR-519d-3p,ROCK2
hsa-miR-519d-3p,LAPTM4A
hsa-miR-519d-3p,COX7A2L
hsa-miR-519d-3p,SERTAD2
hsa-miR-519d-3p,PPP3R1
hsa-miR-519d-3p,TGOLN2
hsa-miR-519d-3p,DUSP2
hsa-miR-519d-3p,TMEM127
hsa-miR-519d-3p,MAP3K2
